Name,URL,red,greenteal,blue,white,black,orangeyellow,purple,bars,stripes,circles,crosses,saltires,quarters,stars,crescents,triangles,contains_image,contains_text
Cariacica,https://upload.wikimedia.org/wikipedia/commons/e/ea/Bandeira-cariacica.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,3,TRUE,TRUE
Castelo,https://upload.wikimedia.org/wikipedia/commons/e/ea/Bandeira-cariacica.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,0,0,TRUE,TRUE
Colatina,https://upload.wikimedia.org/wikipedia/commons/0/07/Bandeira-colatina.png,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,13,0,0,0,1,0,0,0,TRUE,TRUE
Conceição da Barra,https://upload.wikimedia.org/wikipedia/commons/e/e5/Bandeiraconceicao.jpg,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0,0,0,0,0,1,0,0,TRUE,FALSE
Domingos Martins,https://upload.wikimedia.org/wikipedia/commons/a/a1/BandeiraDomingosMartinsES.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,1,3,1,0,0,0,0,TRUE,TRUE
Ecoporanga,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bandeira-ecoporanga.png,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,5,0,0,0,0,0,0,1,TRUE,TRUE
Fundão,https://upload.wikimedia.org/wikipedia/commons/3/3a/Flag_of_Fund%C3%A3o.PNG,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,4,0,2,TRUE,TRUE
Guaçuí,https://upload.wikimedia.org/wikipedia/commons/b/b6/BandeiraGuacuiES.jpg,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,5,0,1,1,0,0,0,0,TRUE,TRUE
Guarapari,https://upload.wikimedia.org/wikipedia/commons/2/2f/BandeiraGuarapari.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,0,1,TRUE,TRUE
Ibiraçu,https://upload.wikimedia.org/wikipedia/commons/2/2f/BandeiraGuarapari.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Iconha,https://upload.wikimedia.org/wikipedia/commons/4/40/Bandeira-iconha.jpg,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,0,TRUE,TRUE
Jaguaré,https://upload.wikimedia.org/wikipedia/commons/7/72/Bandeira_de_Jaguar%C3%A9.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,4,TRUE,TRUE
Jerônimo Monteiro,https://upload.wikimedia.org/wikipedia/commons/7/72/Bandeira_de_Jaguar%C3%A9.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,7,0,0,0,1,0,0,0,TRUE,TRUE
João Neiva,https://upload.wikimedia.org/wikipedia/commons/1/11/Bandeira_joaoneiva.svg,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,1,TRUE,TRUE
Linhares,https://upload.wikimedia.org/wikipedia/commons/1/1b/Bandeira-linhares.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,4,0,0,TRUE,TRUE
Mantenópolis,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bandeira-Manten%C3%B3polis.png,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,3,0,0,0,0,0,0,0,TRUE,TRUE
Marataízes,https://upload.wikimedia.org/wikipedia/commons/0/03/Bandeira-marataizes.jpg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,2,0,0,TRUE,TRUE
Marechal Floriano,https://upload.wikimedia.org/wikipedia/commons/c/c3/BandeiradeMarechalFlorianoES.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,5,1,0,0,0,0,0,2,TRUE,TRUE
Marilândia,https://upload.wikimedia.org/wikipedia/commons/4/48/Bandeira-maril%C3%A2ndia.png,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,1,TRUE,TRUE
Mimoso do Sul,https://upload.wikimedia.org/wikipedia/commons/7/77/Bandeira-mimoso-do-sul.JPG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,1,0,0,FALSE,FALSE
Montanha,https://upload.wikimedia.org/wikipedia/commons/d/da/BANDEIRA_DE_MONTANHA.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,0,1,TRUE,TRUE
Nova Venécia,https://upload.wikimedia.org/wikipedia/commons/d/da/BANDEIRA_DE_MONTANHA.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,0,1,TRUE,TRUE
Pancas,https://upload.wikimedia.org/wikipedia/commons/b/ba/Bandeira-pancas.JPG,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,3,0,0,TRUE,TRUE
Piúma,https://upload.wikimedia.org/wikipedia/commons/8/86/Flag_of_Pi%C3%BAma_ES.png,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Ponto Belo,https://upload.wikimedia.org/wikipedia/commons/9/94/Bandeira_ponto_belo.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,2,TRUE,TRUE
Presidente Kennedy,https://upload.wikimedia.org/wikipedia/commons/4/42/Bandeira_de_Presidente_Kennedy.svg,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,0,TRUE,FALSE
Rio Bananal,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bandeira-riobananal.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,1,0,0,0,0,2,TRUE,TRUE
Rio Novo do Sul,https://upload.wikimedia.org/wikipedia/commons/3/38/Bandeira-rionovodoul.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,1,0,0,0,0,0,0,FALSE,TRUE
Santa Leopoldina,https://upload.wikimedia.org/wikipedia/commons/b/be/Bandeira_do_munic%C3%ADpio_de_Santa_Leopoldina.jpg,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,2,TRUE,TRUE
Santa Maria de Jetibá,https://upload.wikimedia.org/wikipedia/commons/5/59/Bandeira-stamariadejetiba.jpg,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
São Mateus,https://upload.wikimedia.org/wikipedia/commons/c/c4/Bandeira-saomateus-es.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
Serra,https://upload.wikimedia.org/wikipedia/commons/8/84/Bandeiradaserra.JPG,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,2,0,TRUE,FALSE
Venda Nova do Imigrante,https://upload.wikimedia.org/wikipedia/commons/8/84/Bandeiradaserra.JPG,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Viana,https://upload.wikimedia.org/wikipedia/commons/7/7d/Bandeira-viana-es.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Vila Pavão,https://upload.wikimedia.org/wikipedia/commons/1/18/Bandeira_vila_pavao.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,2,TRUE,TRUE
Vila Velha,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bandeira_de_Vila_Velha_%28Esp%C3%ADrito_Santo%29.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,2,0,0,1,0,1,TRUE,TRUE
Vitória,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bandeira_de_Vit%C3%B3ria.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,1,0,0,TRUE,TRUE
Aimorés,https://upload.wikimedia.org/wikipedia/commons/a/ae/Bandeira_aimores.png,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,1,0,1,0,1,0,0,FALSE,TRUE
Andrelândia,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Andrel%C3%A2ndia_MG.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,1,1,0,0,1,0,0,TRUE,TRUE
Belo Horizonte,https://upload.wikimedia.org/wikipedia/commons/c/c0/Bandeira_de_Belo_Horizonte.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,TRUE,TRUE
Betim,https://upload.wikimedia.org/wikipedia/commons/5/5e/BandeiraBetim.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,1,0,0,0,5,0,1,TRUE,TRUE
Caratinga,https://upload.wikimedia.org/wikipedia/commons/c/c2/Bandeira_Caratinga.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,0,1,TRUE,TRUE
Coronel Fabriciano,https://upload.wikimedia.org/wikipedia/commons/2/2d/Bandeira_Coronel_Fabriciano.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,1,1,0,0,0,0,0,TRUE,TRUE
Divinópolis,https://upload.wikimedia.org/wikipedia/commons/3/34/Bandeira_de_divin%C3%B3polis.svg,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Ferros,https://upload.wikimedia.org/wikipedia/commons/d/de/Bandeiraferros.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,7,0,0,0,0,0,0,1,FALSE,TRUE
Galiléia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Bandeira_de_Galil%C3%A9ia_MG.png,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,1,7,1,0,0,0,0,TRUE,FALSE
Governador Valadares,https://upload.wikimedia.org/wikipedia/commons/b/b1/Bandeira_de_Governador_Valadares.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,1,0,0,0,TRUE,TRUE
Guanhães,https://upload.wikimedia.org/wikipedia/commons/4/44/Bandeiradeguanhaesmg.jpg,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,3,FALSE,TRUE
Itabira,https://upload.wikimedia.org/wikipedia/commons/6/62/Bandeira_de_Itabira.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Itueta,https://upload.wikimedia.org/wikipedia/commons/b/be/Bandeiraitueta.png,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,1,0,1,TRUE,TRUE
João Monlevade,https://upload.wikimedia.org/wikipedia/commons/3/39/Flag_of_Jo%C3%A3o_Monlevade_MG.png,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2,1,0,0,0,0,0,2,TRUE,FALSE
Juiz de Fora,https://upload.wikimedia.org/wikipedia/commons/d/d7/Bandeira_de_Juiz_de_Fora.svg,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,5,0,0,0,0,0,0,1,FALSE,FALSE
Leopoldina,https://upload.wikimedia.org/wikipedia/commons/f/fc/Bandeira_de_Leopoldina_-_MG.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,1,0,1,0,0,0,0,TRUE,TRUE
Monte Azul,https://upload.wikimedia.org/wikipedia/commons/1/10/Bandeira_de_Monte_Azul_MG.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,1,0,0,0,0,1,TRUE,TRUE
Ouro Branco,https://upload.wikimedia.org/wikipedia/commons/5/5d/Bandeira_Ouro_Branco_%28MG%29.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,2,0,0,0,0,1,TRUE,TRUE
Ouro Preto,https://upload.wikimedia.org/wikipedia/commons/6/6b/Flag_ouro_preto.svg,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,0,0,0,0,0,0,1,FALSE,TRUE
Pará de Minas,https://upload.wikimedia.org/wikipedia/commons/a/a0/Parademinas.gif,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,1,0,0,0,0,0,1,TRUE,TRUE
Perdizes,https://upload.wikimedia.org/wikipedia/commons/7/74/Bandeira_sananduva.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,2,TRUE,TRUE
Periquito,https://upload.wikimedia.org/wikipedia/commons/2/24/Flag_of_Periquito_MG.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,1,0,1,0,1,TRUE,TRUE
Poços de Caldas,https://upload.wikimedia.org/wikipedia/commons/2/24/Flag_of_Periquito_MG.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,0,0,1,0,0,0,0,TRUE,TRUE
Resplendor,https://upload.wikimedia.org/wikipedia/commons/8/89/Bandeira_de_Resplendor_MG.png,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Santo Antônio do Rio Abaixo,https://upload.wikimedia.org/wikipedia/commons/9/90/Flag_of_Santo_Ant%C3%B4nio_do_Rio_Abaixo_MG.png,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,TRUE,TRUE
Timóteo,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Tim%C3%B3teo_MG.png,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,0,0,0,0,3,0,1,TRUE,TRUE
Uberaba,https://upload.wikimedia.org/wikipedia/commons/c/c2/BandeiraUberaba.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,5,0,1,TRUE,TRUE
Uberlândia,https://upload.wikimedia.org/wikipedia/commons/f/f5/Bandeira_de_Uberl%C3%A2ndia.svg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,1,0,0,0,1,0,1,FALSE,TRUE
Angra dos Reis,https://upload.wikimedia.org/wikipedia/commons/8/8d/Bandeira_de_Angra_dos_Reis.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,0,1,1,0,0,0,0,TRUE,TRUE
Aperibé,https://upload.wikimedia.org/wikipedia/commons/c/cc/Bandeira_de_Aperib%C3%A9.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Araruama,https://upload.wikimedia.org/wikipedia/commons/9/9a/Bandeira-araruama.png,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,1,0,0,4,0,0,TRUE,TRUE
Areal,https://upload.wikimedia.org/wikipedia/commons/8/88/Bandeira-areal.PNG,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Barra do Piraí,https://upload.wikimedia.org/wikipedia/commons/c/cf/Bandeira_de_Barra_do_Pira%C3%AD.png,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,1,0,0,0,1,0,2,TRUE,TRUE
Barra Mansa,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bandeira_de_Barra_Mansa.gif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,0,1,1,0,1,0,0,TRUE,TRUE
Belford Roxo,https://upload.wikimedia.org/wikipedia/commons/f/f4/Bandeira_de_Belford_Roxo.svg,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,1,0,0,0,9,0,0,TRUE,TRUE
Bom Jardim,https://upload.wikimedia.org/wikipedia/commons/4/4c/Googd_garden-RJ-flag.jpg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,0,0,TRUE,TRUE
Bom Jesus do Itabapoana,https://upload.wikimedia.org/wikipedia/commons/7/73/Bandeira_de_Bom_Jesus_do_Itabapoana.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,0,0,0,0,0,1,0,0,TRUE,TRUE
Cabo Frio,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bandeira_cabo_frio.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,1,0,0,2,0,4,TRUE,TRUE
Cachoeiras de Macacu,https://upload.wikimedia.org/wikipedia/commons/b/b7/Bandeira_de_Cachoeiras_de_Macacu.png,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Cambuci,https://upload.wikimedia.org/wikipedia/commons/6/66/Bandeira_de_Cambuci.png,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,0,6,0,0,TRUE,TRUE
Cantagalo,https://upload.wikimedia.org/wikipedia/commons/2/21/Bandeira_de_Cantagalo_%28Rio_de_Janeiro%29.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,5,0,0,0,1,0,0,0,TRUE,TRUE
Carmo,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bandeira_de_Carmo_%28Rio_de_Janeiro%29.svg,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,10,0,0,0,1,1,0,0,FALSE,FALSE
Casimiro de Abreu,https://upload.wikimedia.org/wikipedia/commons/7/75/Bandeira_de_Casimiro_de_Abreu_%28Rio_de_Janeiro%29.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,1,0,0,TRUE,TRUE
Comendador Levy Gasparian,https://upload.wikimedia.org/wikipedia/commons/5/53/Bandeira-levygasparian.JPG,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,2,2,0,0,0,0,0,0,TRUE,TRUE
Conceição de Macabu,https://upload.wikimedia.org/wikipedia/commons/8/8a/Bandeira-concei%C3%A7%C3%A3o_de_macabu.jpg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,0,0,0,0,0,3,0,0,TRUE,TRUE
Cordeiro,https://upload.wikimedia.org/wikipedia/commons/1/14/Bandeira-cordeiro.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,0,0,0,0,0,0,0,TRUE,TRUE
Duas Barras,https://upload.wikimedia.org/wikipedia/commons/d/d4/Duas_Barras.png,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,2,0,0,TRUE,TRUE
Duque de Caxias,https://upload.wikimedia.org/wikipedia/commons/8/8d/Flag_of_Duque_de_Caxias%2C_Rio_de_Janeiro.gif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,2,0,0,TRUE,TRUE
Engenheiro Paulo de Frontin,https://upload.wikimedia.org/wikipedia/commons/b/b7/Bandeira_de_Engenheiro_Paulo_de_Frontin.jpg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,0,0,0,0,0,0,0,0,TRUE,TRUE
Guapimirim,https://upload.wikimedia.org/wikipedia/commons/a/ab/Bandeira_de_Guapimirim.png,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,0,1,TRUE,TRUE
Itaboraí,https://upload.wikimedia.org/wikipedia/commons/f/f2/Bandeira_de_Itabora%C3%AD.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Itaguaí,https://upload.wikimedia.org/wikipedia/commons/6/62/Bandeira_de_Itagua%C3%AD.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,1,0,0,4,0,4,TRUE,TRUE
Italva,https://upload.wikimedia.org/wikipedia/commons/4/4f/Bandeira-italva.jpg,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,TRUE,TRUE
Itaocara,https://upload.wikimedia.org/wikipedia/commons/9/98/Bandeira_de_Itaocara.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,1,0,0,5,0,0,TRUE,TRUE
Itaperuna,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bandeira_ita.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,FALSE
Itatiaia,https://upload.wikimedia.org/wikipedia/commons/a/a1/Bandeira-itatiaia2.png,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,2,TRUE,TRUE
Japeri,https://upload.wikimedia.org/wikipedia/commons/d/d6/Bandeira_de_Japeri.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Laje do Muriaé,https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Laje_do_Muria%C3%A9.gif,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,0,0,0,0,0,3,0,3,TRUE,TRUE
Macaé,https://upload.wikimedia.org/wikipedia/commons/4/49/Bandeira-macae.svg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,4,0,0,0,0,0,0,0,TRUE,FALSE
Macuco,https://upload.wikimedia.org/wikipedia/commons/0/07/Bandeira_de_Macuco_%28Rio_de_Janeiro%29.jpg,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,2,TRUE,TRUE
Magé,https://upload.wikimedia.org/wikipedia/commons/6/64/Bandeira_de_Mag%C3%A9.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,TRUE
Mangaratiba,https://upload.wikimedia.org/wikipedia/commons/d/d6/Bandeira_de_Mangaratiba.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,0,1,0,0,3,0,0,TRUE,TRUE
Maricá,https://upload.wikimedia.org/wikipedia/commons/6/67/Bandeira_de_Maric%C3%A1.svg,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,4,0,0,FALSE,FALSE
Mendes,https://upload.wikimedia.org/wikipedia/commons/e/e7/Bandeira_de_Mendes_%28Rio_de_Janeiro%29.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,1,1,0,0,3,0,0,TRUE,TRUE
Mesquita,https://upload.wikimedia.org/wikipedia/commons/3/36/Bandeira_de_Mesquita_%28Rio_de_Janeiro%29.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,1,1,2,TRUE,TRUE
Miguel Pereira,https://upload.wikimedia.org/wikipedia/commons/2/24/Bandeira_de_Miguel_Pereira.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,TRUE
Miracema,https://upload.wikimedia.org/wikipedia/commons/4/4b/Bandeira_de_Miracema.jpg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,1,0,0,TRUE,TRUE
Natividade,https://upload.wikimedia.org/wikipedia/commons/e/e2/Bandeira-natividade.JPG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,0,1,0,0,TRUE,TRUE
Nilópolis,https://upload.wikimedia.org/wikipedia/commons/0/07/Bandeira_Nilopolis.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,2,0,0,2,0,0,TRUE,TRUE
Niterói,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Niter%C3%B3i.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,0,1,0,0,0,0,0,TRUE,TRUE
Nova Friburgo,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_Nova_Friburgo.png,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,0,0,0,0,5,0,TRUE,TRUE
Nova Iguaçu,https://upload.wikimedia.org/wikipedia/commons/d/d6/Bandeira_de_Nova_Igua%C3%A7u.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,4,6,0,0,TRUE,TRUE
Paracambi,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bandeira-paracambi.jpg,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,4,0,0,0,TRUE,TRUE
Paraíba do Sul,https://upload.wikimedia.org/wikipedia/commons/e/e9/Bandeira_Para%C3%ADba_do_Sul.jpg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,FALSE,FALSE
Paty do Alferes,https://upload.wikimedia.org/wikipedia/commons/8/8d/Bandeira-patydoalferes.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,2,TRUE,TRUE
Petrópolis,https://upload.wikimedia.org/wikipedia/commons/f/f4/Bandeira_de_Petr%C3%B3polis.jpg,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Pinheiral,https://upload.wikimedia.org/wikipedia/commons/6/6e/Bandeira-pinheiral.PNG,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,5,TRUE,TRUE
Piraí,https://upload.wikimedia.org/wikipedia/commons/5/5d/Bandeira-pirai.PNG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,3,TRUE,TRUE
Porciúncula,https://upload.wikimedia.org/wikipedia/commons/f/f5/Bandeira-porciuncula.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,0,3,0,4,TRUE,TRUE
Porto Real,https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandeira_de_Porto_Real.jpg,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,0,0,0,0,1,0,0,TRUE,TRUE
Quatis,https://upload.wikimedia.org/wikipedia/commons/2/22/Bandeira-quatis.png,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,2,4,TRUE,TRUE
Queimados,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bandeira_de_Queimados.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,5,0,TRUE,TRUE
